Airport;Terminal;Date;Hour;U.S. Citizen;;Non U.S. Citizen;;All;;;;;;;;;;;;
;;;;;;;;Wait Times;;Number Of Passengers Time Interval;;;;;;;;;;
;;;;Average Wait;Max Wait;Average Wait;Max Wait;Average Wait;Max Wait;0-15;16-30;31-45;46-60;61-90;91-120;120 plus;Excluded;Total;Flights;Booths
;;;;Time;Time;Time;Time;Time;Time;;;;;;;;;;;
LAX;Tom Bradley International Terminal;4/19/2019;1100 - 1200;9;39;14;45;12;45;863;344;58;0;0;0;0;39;1304;5;21
LAX;Tom Bradley International Terminal;4/19/2019;1200 - 1300;10;65;32;88;24;88;1183;648;136;155;334;0;0;74;2530;11;29
LAX;Tom Bradley International Terminal;4/19/2019;1300 - 1400;12;46;31;73;23;73;485;293;57;148;75;0;0;28;1086;4;28
LAX;Tom Bradley International Terminal;4/19/2019;1400 - 1500;17;122;43;126;33;126;970;782;396;190;183;253;17;85;2876;11;28
LAX;Tom Bradley International Terminal;4/19/2019;1500 - 1600;9;44;45;107;31;107;115;101;22;8;3;50;0;8;307;1;26
LAX;Tom Bradley International Terminal;4/19/2019;1600 - 1700;9;29;27;68;21;68;857;289;145;264;38;0;0;49;1642;5;32
LAX;Tom Bradley International Terminal;4/19/2019;1700 - 1800;10;50;24;65;17;65;1325;504;264;166;17;0;0;68;2344;10;26
LAX;Tom Bradley International Terminal;4/19/2019;1800 - 1900;10;63;27;94;19;94;1265;382;111;162;137;5;0;64;2126;9;25
LAX;Tom Bradley International Terminal;4/19/2019;1900 - 2000;8;60;17;69;12;69;963;122;36;88;11;0;0;39;1259;7;23
LAX;Tom Bradley International Terminal;4/19/2019;2000 - 2100;15;49;24;61;19;61;881;670;328;64;1;0;0;62;2006;9;25
LAX;Tom Bradley International Terminal;4/19/2019;2100 - 2200;12;65;24;71;18;71;629;217;91;86;29;0;0;31;1083;6;18
LAX;Tom Bradley International Terminal;4/19/2019;2200 - 2300;13;51;18;49;15;51;512;152;106;23;0;0;0;26;819;6;14
LAX;Tom Bradley International Terminal;4/19/2019;2300 - 0000;18;69;29;70;23;70;305;317;72;73;30;0;0;22;819;5;11
LAX;Satellite 2;4/20/2019;0500 - 0600;18;22;0;0;18;22;1;9;0;0;0;0;0;0;10;1;0
LAX;Satellite 2;4/20/2019;0800 - 0900;8;11;0;0;8;11;7;0;0;0;0;0;0;1;8;1;0
LAX;Satellite 2;4/20/2019;0900 - 1000;8;26;10;29;10;29;164;35;0;0;0;0;0;3;202;2;4
LAX;Satellite 2;4/20/2019;1000 - 1100;22;25;0;0;22;25;1;10;0;0;0;0;0;0;11;1;0
LAX;Satellite 2;4/20/2019;1100 - 1200;18;47;21;47;20;47;181;317;68;7;0;0;0;17;590;4;7
LAX;Satellite 2;4/20/2019;1200 - 1300;11;37;15;38;13;38;232;110;12;0;0;0;0;11;365;2;6
LAX;Satellite 2;4/20/2019;1300 - 1400;9;16;10;17;9;17;161;10;0;0;0;0;0;6;177;1;6
LAX;Satellite 2;4/20/2019;1400 - 1500;7;14;9;14;7;14;158;0;0;0;0;0;0;3;161;2;6
LAX;Satellite 2;4/20/2019;1500 - 1600;7;16;11;22;8;22;289;13;0;0;0;0;0;8;310;2;5
LAX;Satellite 2;4/20/2019;1700 - 1800;9;20;11;20;9;20;281;18;0;0;0;0;0;10;309;2;5
LAX;Satellite 2;4/20/2019;1800 - 1900;9;25;12;26;10;26;304;73;0;0;0;0;0;11;388;3;6
LAX;Satellite 7;4/20/2019;0600 - 0700;11;16;0;0;11;16;16;2;0;0;0;0;0;0;18;1;0
LAX;Satellite 7;4/20/2019;1000 - 1100;12;30;13;32;12;32;251;155;2;0;0;0;0;13;421;2;5
LAX;Satellite 7;4/20/2019;1200 - 1300;14;26;11;16;14;26;179;98;0;0;0;0;0;8;285;2;4
LAX;Satellite 7;4/20/2019;1500 - 1600;9;19;12;18;9;19;261;44;0;0;0;0;0;9;314;2;5
LAX;Satellite 7;4/20/2019;1600 - 1700;19;72;31;101;22;101;291;429;107;18;32;6;0;27;910;5;8
LAX;Satellite 7;4/20/2019;1700 - 1800;20;56;30;63;22;63;84;127;47;12;1;0;0;9;280;2;4
LAX;Satellite 7;4/20/2019;1800 - 1900;15;44;18;41;15;44;184;97;25;0;0;0;0;11;317;2;5
LAX;Satellite 7;4/20/2019;1900 - 2000;22;29;0;0;22;29;0;18;0;0;0;0;0;0;18;1;0
LAX;Satellite 7;4/20/2019;2100 - 2200;29;35;0;0;29;35;0;11;8;0;0;0;0;1;20;1;0
LAX;Terminal 4;4/20/2019;0600 - 0700;11;14;0;0;11;14;7;0;0;0;0;0;0;1;8;1;0
LAX;Terminal 4;4/20/2019;1000 - 1100;25;46;34;53;27;53;7;186;68;17;0;0;0;9;287;1;6
LAX;Terminal 4;4/20/2019;1100 - 1200;7;41;17;45;10;45;226;27;23;0;0;0;0;9;285;1;6
LAX;Terminal 4;4/20/2019;1200 - 1300;26;52;31;52;27;52;2;102;34;6;0;0;0;3;147;1;5
LAX;Terminal 4;4/20/2019;1300 - 1400;9;33;15;44;12;44;128;21;17;0;0;0;0;6;172;1;5
LAX;Terminal 4;4/20/2019;1400 - 1500;25;62;30;65;27;65;13;161;50;19;8;0;0;8;259;2;6
LAX;Terminal 4;4/20/2019;1600 - 1700;11;33;12;34;11;34;128;14;6;0;0;0;0;5;153;1;4
LAX;Terminal 4;4/20/2019;1700 - 1800;11;24;0;0;11;24;8;5;0;0;0;0;0;0;13;1;0
LAX;Terminal 4;4/20/2019;1800 - 1900;20;28;0;0;20;28;2;28;0;0;0;0;0;2;32;2;0
LAX;Tom Bradley International Terminal;4/20/2019;0500 - 0600;25;54;23;59;24;59;194;91;200;28;0;0;0;15;528;2;20
LAX;Tom Bradley International Terminal;4/20/2019;0600 - 0700;8;48;21;71;17;71;1468;396;185;171;50;0;0;70;2340;8;21
LAX;Tom Bradley International Terminal;4/20/2019;0700 - 0800;9;76;30;78;22;78;249;78;30;12;60;0;0;15;444;2;20
LAX;Tom Bradley International Terminal;4/20/2019;0800 - 0900;11;32;16;43;14;43;505;325;48;0;0;0;0;29;907;4;19
LAX;Tom Bradley International Terminal;4/20/2019;0900 - 1000;10;56;15;57;12;57;969;329;92;9;0;0;0;43;1442;7;20
LAX;Tom Bradley International Terminal;4/20/2019;1000 - 1100;13;49;16;50;14;50;1237;728;149;17;0;0;0;66;2197;7;23
LAX;Tom Bradley International Terminal;4/20/2019;1100 - 1200;13;49;22;80;18;80;712;468;141;53;25;0;0;40;1439;6;21
LAX;Tom Bradley International Terminal;4/20/2019;1200 - 1300;12;48;25;79;16;79;1005;403;162;69;9;0;0;52;1700;9;23
LAX;Tom Bradley International Terminal;4/20/2019;1300 - 1400;7;42;22;59;17;59;828;319;212;79;0;0;0;46;1484;5;26
LAX;Tom Bradley International Terminal;4/20/2019;1400 - 1500;13;74;30;81;23;81;1205;781;230;196;223;0;0;83;2718;10;30
LAX;Tom Bradley International Terminal;4/20/2019;1500 - 1600;9;60;32;75;21;75;877;174;15;141;167;0;0;39;1413;5;35
LAX;Tom Bradley International Terminal;4/20/2019;1600 - 1700;12;46;22;54;16;54;979;367;228;51;0;0;0;45;1670;7;26
LAX;Tom Bradley International Terminal;4/20/2019;1700 - 1800;8;35;12;36;9;36;1572;383;16;0;0;0;0;56;2027;9;23
LAX;Tom Bradley International Terminal;4/20/2019;1800 - 1900;10;31;13;41;11;41;1249;459;40;0;0;0;0;49;1797;9;24
LAX;Tom Bradley International Terminal;4/20/2019;1900 - 2000;15;58;22;58;17;58;776;578;170;58;0;0;0;43;1625;7;31
LAX;Tom Bradley International Terminal;4/20/2019;2000 - 2100;13;48;23;52;17;52;847;697;194;26;0;0;0;56;1820;9;27
LAX;Tom Bradley International Terminal;4/20/2019;2100 - 2200;18;66;24;66;20;66;529;509;140;90;20;0;0;43;1331;8;24
LAX;Tom Bradley International Terminal;4/20/2019;2200 - 2300;14;57;18;53;16;57;496;206;102;17;0;0;0;24;845;5;17
LAX;Tom Bradley International Terminal;4/20/2019;2300 - 0000;22;53;29;56;24;56;201;527;213;45;0;0;0;34;1020;8;15
LAX;Satellite 2;4/21/2019;0600 - 0700;16;35;0;0;16;35;10;10;2;0;0;0;0;0;22;2;0
LAX;Satellite 2;4/21/2019;0900 - 1000;9;23;16;35;13;35;96;50;9;0;0;0;0;5;160;1;4
LAX;Satellite 2;4/21/2019;1000 - 1100;6;34;7;12;6;34;79;0;5;0;0;0;0;3;87;2;4
LAX;Satellite 2;4/21/2019;1100 - 1200;15;39;19;41;16;41;248;236;37;0;0;0;0;12;533;3;6
LAX;Satellite 2;4/21/2019;1200 - 1300;16;43;22;43;18;43;135;172;34;0;0;0;0;10;351;2;6
LAX;Satellite 2;4/21/2019;1300 - 1400;10;20;12;19;11;20;145;49;0;0;0;0;0;3;197;1;6
LAX;Satellite 2;4/21/2019;1500 - 1600;9;25;13;25;10;25;241;53;0;0;0;0;0;9;303;2;4
LAX;Satellite 2;4/21/2019;1700 - 1800;6;18;9;18;7;18;158;7;0;0;0;0;0;2;167;2;3
LAX;Satellite 2;4/21/2019;1800 - 1900;9;36;14;34;10;36;417;99;8;0;0;0;0;18;542;3;4
LAX;Satellite 2;4/21/2019;1900 - 2000;10;21;11;21;10;21;160;31;0;0;0;0;0;5;196;1;5
LAX;Satellite 2;4/21/2019;2200 - 2300;1;2;0;0;1;2;5;0;0;0;0;0;0;2;7;1;0
LAX;Satellite 7;4/21/2019;0600 - 0700;10;15;0;0;10;15;15;0;0;0;0;0;0;1;16;1;0
LAX;Satellite 7;4/21/2019;1000 - 1100;9;35;18;36;11;36;335;52;23;0;0;0;0;12;422;2;8
LAX;Satellite 7;4/21/2019;1300 - 1400;10;19;12;20;11;20;121;26;0;0;0;0;0;5;152;2;5
LAX;Satellite 7;4/21/2019;1500 - 1600;5;11;7;11;5;11;157;0;0;0;0;0;0;7;164;1;5
LAX;Satellite 7;4/21/2019;1600 - 1700;14;63;28;69;19;69;414;351;58;37;16;0;0;29;905;5;9
LAX;Satellite 7;4/21/2019;1700 - 1800;21;62;28;60;22;62;152;321;65;28;1;0;0;20;587;4;7
LAX;Satellite 7;4/21/2019;1800 - 1900;13;36;18;34;13;36;189;81;3;0;0;0;0;10;283;2;4
LAX;Satellite 7;4/21/2019;1900 - 2000;32;36;0;0;32;36;0;2;5;0;0;0;0;1;8;1;0
LAX;Satellite 7;4/21/2019;2100 - 2200;25;36;0;0;25;36;1;8;7;0;0;0;0;1;17;1;0
LAX;Terminal 4;4/21/2019;0500 - 0600;30;43;0;0;30;43;0;10;11;0;0;0;0;0;21;1;0
LAX;Terminal 4;4/21/2019;0700 - 0800;13;18;0;0;13;18;9;5;0;0;0;0;0;0;14;1;0
LAX;Terminal 4;4/21/2019;1000 - 1100;20;39;27;46;22;46;53;184;37;1;0;0;0;9;284;1;5
LAX;Terminal 4;4/21/2019;1200 - 1300;9;29;17;36;12;36;214;42;12;0;0;0;0;8;276;1;6
LAX;Terminal 4;4/21/2019;1300 - 1400;6;22;10;23;8;23;110;21;0;0;0;0;0;4;135;1;5
LAX;Terminal 4;4/21/2019;1400 - 1500;22;43;25;37;22;43;18;135;14;0;0;0;0;6;173;2;5
LAX;Terminal 4;4/21/2019;1600 - 1700;13;47;19;51;15;51;192;58;29;8;0;0;0;8;295;1;6
LAX;Tom Bradley International Terminal;4/21/2019;0500 - 0600;22;43;37;72;27;72;60;108;61;8;17;0;0;8;262;1;16
LAX;Tom Bradley International Terminal;4/21/2019;0600 - 0700;11;41;25;74;19;74;1030;635;113;133;98;0;0;57;2066;7;19
LAX;Tom Bradley International Terminal;4/21/2019;0700 - 0800;13;37;21;44;17;44;433;308;120;0;0;0;0;25;886;4;19
LAX;Tom Bradley International Terminal;4/21/2019;0800 - 0900;8;32;10;31;9;32;579;119;5;0;0;0;0;19;722;4;15
LAX;Tom Bradley International Terminal;4/21/2019;0900 - 1000;18;71;23;72;20;72;1055;963;286;165;45;0;0;74;2588;9;20
LAX;Tom Bradley International Terminal;4/21/2019;1000 - 1100;16;53;23;68;19;68;681;662;150;57;14;0;0;53;1617;6;18
LAX;Tom Bradley International Terminal;4/21/2019;1100 - 1200;8;32;14;44;11;44;576;145;46;0;0;0;0;24;791;3;18
LAX;Tom Bradley International Terminal;4/21/2019;1200 - 1300;12;77;27;84;20;84;942;449;219;102;92;0;0;54;1858;8;27
LAX;Tom Bradley International Terminal;4/21/2019;1300 - 1400;11;67;24;76;18;76;566;206;53;96;24;0;0;28;973;4;23
LAX;Tom Bradley International Terminal;4/21/2019;1400 - 1500;18;102;39;121;28;121;1160;634;336;140;265;129;2;82;2748;10;26
LAX;Tom Bradley International Terminal;4/21/2019;1500 - 1600;19;101;37;103;26;103;547;383;82;46;128;52;0;36;1274;4;25
LAX;Tom Bradley International Terminal;4/21/2019;1600 - 1700;10;45;25;61;17;61;614;246;90;91;6;0;0;33;1080;4;22
LAX;Tom Bradley International Terminal;4/21/2019;1700 - 1800;11;68;19;68;14;68;1542;371;263;41;24;0;0;79;2320;9;20
LAX;Tom Bradley International Terminal;4/21/2019;1800 - 1900;8;90;24;89;14;90;1308;306;94;66;78;0;0;64;1916;9;19
LAX;Tom Bradley International Terminal;4/21/2019;1900 - 2000;20;100;38;105;26;105;764;1169;240;48;174;78;0;75;2548;10;21
LAX;Tom Bradley International Terminal;4/21/2019;2000 - 2100;17;115;49;131;29;131;453;345;214;28;39;87;13;40;1219;7;17
LAX;Tom Bradley International Terminal;4/21/2019;2100 - 2200;24;118;53;117;33;118;350;421;143;10;30;152;0;32;1138;6;15
LAX;Tom Bradley International Terminal;4/21/2019;2200 - 2300;21;98;42;98;27;98;445;164;18;2;172;12;0;28;841;5;16
LAX;Tom Bradley International Terminal;4/21/2019;2300 - 0000;19;66;27;66;21;66;349;229;222;22;17;0;0;24;863;6;13
LAX;Satellite 2;4/22/2019;0600 - 0700;20;22;0;0;20;22;0;7;0;0;0;0;0;0;7;1;0
LAX;Satellite 2;4/22/2019;0900 - 1000;7;16;11;21;10;21;118;31;0;0;0;0;0;3;152;1;5
LAX;Satellite 2;4/22/2019;1000 - 1100;12;26;12;30;12;30;196;74;0;0;0;0;0;7;277;3;6
LAX;Satellite 2;4/22/2019;1100 - 1200;14;36;18;38;15;38;178;136;26;0;0;0;0;10;350;2;6
LAX;Satellite 2;4/22/2019;1200 - 1300;12;29;13;29;13;29;206;107;0;0;0;0;0;7;320;2;7
LAX;Satellite 2;4/22/2019;1300 - 1400;9;18;10;18;9;18;165;18;0;0;0;0;0;5;188;1;5
LAX;Satellite 2;4/22/2019;1500 - 1600;9;25;13;33;10;33;257;37;4;0;0;0;0;9;307;2;4
LAX;Satellite 2;4/22/2019;1600 - 1700;7;17;10;19;8;19;132;11;0;0;0;0;0;5;148;1;3
LAX;Satellite 2;4/22/2019;1700 - 1800;7;39;8;15;7;39;163;2;2;0;0;0;0;2;169;2;2
LAX;Satellite 2;4/22/2019;1800 - 1900;21;60;29;67;24;67;204;148;103;71;14;0;0;19;559;4;5
LAX;Satellite 7;4/22/2019;1000 - 1100;14;41;18;48;15;48;218;182;19;1;0;0;0;14;434;2;5
LAX;Satellite 7;4/22/2019;1300 - 1400;9;20;13;20;10;20;128;18;0;0;0;0;0;4;150;1;3
LAX;Satellite 7;4/22/2019;1400 - 1500;7;15;11;15;7;15;153;0;0;0;0;0;0;9;162;1;3
LAX;Satellite 7;4/22/2019;1600 - 1700;12;41;41;136;27;136;245;178;39;10;18;30;18;17;555;3;5
LAX;Satellite 7;4/22/2019;1700 - 1800;17;126;57;126;27;126;183;57;15;6;0;23;14;8;306;2;4
LAX;Satellite 7;4/22/2019;1800 - 1900;16;51;24;84;17;84;194;176;21;6;6;0;0;14;417;3;3
LAX;Satellite 7;4/22/2019;2000 - 2100;17;21;16;16;17;21;2;18;0;0;0;0;0;1;21;1;0
LAX;Satellite 7;4/22/2019;2100 - 2200;9;20;0;0;9;20;7;2;0;0;0;0;0;2;11;1;0
LAX;Terminal 4;4/22/2019;0600 - 0700;15;24;0;0;15;24;11;11;0;0;0;0;0;0;22;1;0
LAX;Terminal 4;4/22/2019;1000 - 1100;32;62;39;68;35;68;0;114;110;31;23;0;0;8;286;1;6
LAX;Terminal 4;4/22/2019;1100 - 1200;14;31;21;42;16;42;142;114;22;0;0;0;0;9;287;1;5
LAX;Terminal 4;4/22/2019;1300 - 1400;7;27;14;32;10;32;124;39;7;0;0;0;0;4;174;1;5
LAX;Terminal 4;4/22/2019;1400 - 1500;25;64;38;84;30;84;19;264;102;7;29;0;0;13;434;2;5
LAX;Terminal 4;4/22/2019;1600 - 1700;12;34;21;51;15;51;166;93;13;8;0;0;0;8;288;1;5
LAX;Terminal 4;4/22/2019;1800 - 1900;25;26;0;0;25;26;0;6;0;0;0;0;0;1;7;1;0
LAX;Terminal 4;4/22/2019;2000 - 2100;14;18;0;0;14;18;10;9;0;0;0;0;0;1;20;1;0
LAX;Tom Bradley International Terminal;4/22/2019;0500 - 0600;25;42;29;53;27;53;3;185;83;9;0;0;0;9;289;1;18
LAX;Tom Bradley International Terminal;4/22/2019;0600 - 0700;8;56;29;93;22;93;1267;445;167;120;252;3;0;73;2327;8;21
LAX;Tom Bradley International Terminal;4/22/2019;0700 - 0800;9;35;30;83;21;83;435;105;19;47;92;0;0;31;729;3;16
LAX;Tom Bradley International Terminal;4/22/2019;0800 - 0900;10;41;20;57;16;57;404;98;102;14;0;0;0;17;635;3;17
LAX;Tom Bradley International Terminal;4/22/2019;0900 - 1000;8;33;14;52;11;52;743;168;78;8;0;0;0;33;1030;5;17
LAX;Tom Bradley International Terminal;4/22/2019;1000 - 1100;14;43;36;113;26;113;527;453;101;80;104;47;0;47;1359;4;21
LAX;Tom Bradley International Terminal;4/22/2019;1100 - 1200;17;70;31;112;25;112;783;497;170;57;150;51;0;54;1762;7;20
LAX;Tom Bradley International Terminal;4/22/2019;1200 - 1300;14;71;39;107;27;107;1086;474;106;48;223;156;0;63;2156;8;30
LAX;Tom Bradley International Terminal;4/22/2019;1300 - 1400;14;91;41;119;30;119;639;377;51;24;87;161;0;41;1380;6;22
LAX;Tom Bradley International Terminal;4/22/2019;1400 - 1500;13;119;44;124;32;124;1178;675;327;94;327;236;16;97;2950;11;31
LAX;Tom Bradley International Terminal;4/22/2019;1500 - 1600;7;56;36;105;21;105;633;130;18;45;113;26;0;29;994;3;29
LAX;Tom Bradley International Terminal;4/22/2019;1600 - 1700;10;56;28;74;19;74;827;185;36;148;80;0;0;39;1315;5;26
LAX;Tom Bradley International Terminal;4/22/2019;1700 - 1800;14;60;25;65;18;65;1176;525;170;186;15;0;0;65;2137;9;25
LAX;Tom Bradley International Terminal;4/22/2019;1800 - 1900;10;39;22;66;16;66;738;234;33;96;23;0;0;29;1153;6;22
LAX;Tom Bradley International Terminal;4/22/2019;1900 - 2000;20;51;17;51;19;51;913;717;360;18;0;0;0;64;2072;10;19
LAX;Tom Bradley International Terminal;4/22/2019;2000 - 2100;23;127;28;122;26;127;657;773;376;126;72;44;3;66;2117;10;24
LAX;Tom Bradley International Terminal;4/22/2019;2100 - 2200;29;109;52;112;40;112;185;242;423;43;71;132;0;32;1128;5;16
LAX;Tom Bradley International Terminal;4/22/2019;2200 - 2300;21;90;42;93;28;93;184;251;7;3;95;3;0;18;561;5;13
LAX;Tom Bradley International Terminal;4/22/2019;2300 - 0000;20;82;33;83;23;83;558;282;135;133;64;0;0;31;1203;8;13
LAX;Satellite 2;4/23/2019;0900 - 1000;10;16;12;24;11;24;107;29;0;0;0;0;0;4;140;1;5
LAX;Satellite 2;4/23/2019;1000 - 1100;8;17;6;12;7;17;50;2;0;0;0;0;0;3;55;2;2
LAX;Satellite 2;4/23/2019;1100 - 1200;16;35;20;37;18;37;207;309;52;0;0;0;0;17;585;4;6
LAX;Satellite 2;4/23/2019;1200 - 1300;18;46;24;47;21;47;114;128;64;6;0;0;0;10;322;2;6
LAX;Satellite 2;4/23/2019;1300 - 1400;12;23;13;23;12;23;121;67;0;0;0;0;0;5;193;1;6
LAX;Satellite 2;4/23/2019;1500 - 1600;12;22;12;22;12;22;231;75;0;0;0;0;0;7;313;2;6
LAX;Satellite 2;4/23/2019;1700 - 1800;10;24;11;28;10;28;269;81;0;0;0;0;0;11;361;2;6
LAX;Satellite 2;4/23/2019;1800 - 1900;9;26;12;31;10;31;399;91;2;0;0;0;0;15;507;3;5
LAX;Satellite 5;4/23/2019;1400 - 1500;0;0;22;31;22;31;0;10;1;0;0;0;0;1;12;1;1
LAX;Satellite 7;4/23/2019;1000 - 1100;15;59;21;63;17;63;204;154;36;13;2;0;0;13;422;2;5
LAX;Satellite 7;4/23/2019;1500 - 1600;10;19;11;19;10;19;117;18;0;0;0;0;0;1;136;1;3
LAX;Satellite 7;4/23/2019;1600 - 1700;16;83;26;83;20;83;328;238;71;17;37;0;0;24;715;4;5
LAX;Satellite 7;4/23/2019;1700 - 1800;33;110;54;107;37;110;68;205;183;41;65;34;0;18;614;4;5
LAX;Satellite 7;4/23/2019;2000 - 2100;16;20;0;0;16;20;3;3;0;0;0;0;0;1;7;1;0
LAX;Satellite 7;4/23/2019;2100 - 2200;46;59;0;0;46;59;0;2;3;9;0;0;0;1;15;1;0
LAX;Terminal 4;4/23/2019;1000 - 1100;31;58;48;86;38;86;0;85;131;23;41;0;0;8;288;1;3
LAX;Terminal 4;4/23/2019;1200 - 1300;10;37;22;53;14;53;199;49;17;12;0;0;0;9;286;1;3
LAX;Terminal 4;4/23/2019;1300 - 1400;18;116;41;168;33;168;172;127;61;24;37;15;19;15;470;2;4
LAX;Terminal 4;4/23/2019;1400 - 1500;20;102;52;152;43;152;42;105;76;0;1;3;42;8;277;2;3
LAX;Terminal 4;4/23/2019;2000 - 2100;12;20;0;0;12;20;10;2;0;0;0;0;0;1;13;2;0
LAX;Tom Bradley International Terminal;4/23/2019;0500 - 0600;14;25;17;28;15;28;142;85;0;0;0;0;0;6;233;1;15
LAX;Tom Bradley International Terminal;4/23/2019;0600 - 0700;8;49;18;58;15;58;1160;481;148;78;0;0;0;51;1918;6;22
LAX;Tom Bradley International Terminal;4/23/2019;0700 - 0800;10;47;17;49;14;49;837;263;118;18;0;0;0;33;1269;5;18
LAX;Tom Bradley International Terminal;4/23/2019;0800 - 0900;12;24;13;27;12;27;64;27;0;0;0;0;0;3;94;1;5
LAX;Tom Bradley International Terminal;4/23/2019;0900 - 1000;16;93;22;108;20;108;902;501;153;53;51;35;0;48;1743;6;21
LAX;Tom Bradley International Terminal;4/23/2019;1000 - 1100;12;102;51;166;35;166;908;335;76;29;38;130;166;57;1739;6;28
LAX;Tom Bradley International Terminal;4/23/2019;1100 - 1200;9;131;38;146;26;146;505;59;18;4;6;55;49;27;723;3;22
LAX;Tom Bradley International Terminal;4/23/2019;1200 - 1300;14;121;48;148;34;148;1151;662;162;31;71;395;83;78;2633;11;31
LAX;Tom Bradley International Terminal;4/23/2019;1300 - 1400;10;134;42;143;30;143;654;266;87;12;20;115;63;40;1257;4;25
LAX;Tom Bradley International Terminal;4/23/2019;1400 - 1500;15;110;44;143;32;143;704;715;298;42;77;151;71;65;2123;10;28
LAX;Tom Bradley International Terminal;4/23/2019;1500 - 1600;12;84;43;125;29;125;550;306;48;19;46;129;12;33;1143;3;27
LAX;Tom Bradley International Terminal;4/23/2019;1600 - 1700;10;65;32;94;20;94;1009;323;69;78;150;32;0;49;1710;7;27
LAX;Tom Bradley International Terminal;4/23/2019;1700 - 1800;9;33;20;57;15;57;820;325;140;47;0;0;0;43;1375;5;28
LAX;Tom Bradley International Terminal;4/23/2019;1800 - 1900;14;45;19;55;17;55;825;620;161;14;0;0;0;55;1675;8;26
LAX;Tom Bradley International Terminal;4/23/2019;1900 - 2000;20;76;23;76;21;76;964;668;330;161;69;0;0;59;2251;10;28
LAX;Tom Bradley International Terminal;4/23/2019;2000 - 2100;14;41;19;41;15;41;482;328;55;0;0;0;0;26;891;4;19
LAX;Tom Bradley International Terminal;4/23/2019;2100 - 2200;22;87;32;87;27;87;520;547;294;193;95;0;0;77;1726;9;18
LAX;Tom Bradley International Terminal;4/23/2019;2200 - 2300;19;77;31;77;23;77;209;176;52;56;25;0;0;17;535;4;14
LAX;Tom Bradley International Terminal;4/23/2019;2300 - 0000;16;42;18;47;17;47;305;311;68;2;0;0;0;24;710;5;16
LAX;Satellite 2;4/24/2019;0600 - 0700;0;1;0;0;0;1;4;0;0;0;0;0;0;2;6;1;0
LAX;Satellite 2;4/24/2019;0900 - 1000;11;22;15;27;14;27;82;63;0;0;0;0;0;2;147;1;5
LAX;Satellite 2;4/24/2019;1000 - 1100;15;31;16;32;15;32;134;97;8;0;0;0;0;8;247;3;7
LAX;Satellite 2;4/24/2019;1100 - 1200;11;28;15;38;13;38;223;99;18;0;0;0;0;5;345;2;7
LAX;Satellite 2;4/24/2019;1200 - 1300;10;25;17;39;14;39;170;109;17;0;0;0;0;10;306;2;6
LAX;Satellite 2;4/24/2019;1300 - 1400;12;25;13;25;12;25;127;60;0;0;0;0;0;4;191;1;6
LAX;Satellite 2;4/24/2019;1500 - 1600;10;31;16;31;12;31;210;87;5;0;0;0;0;9;311;2;5
LAX;Satellite 2;4/24/2019;1600 - 1700;10;31;12;23;11;31;132;24;5;0;0;0;0;2;163;1;3
LAX;Satellite 2;4/24/2019;1800 - 1900;13;46;19;51;15;51;396;200;53;9;0;0;0;18;676;4;5
LAX;Satellite 7;4/24/2019;0600 - 0700;9;12;0;0;9;12;6;0;0;0;0;0;0;1;7;1;0
LAX;Satellite 7;4/24/2019;1000 - 1100;8;28;18;40;13;40;164;56;25;0;0;0;0;6;251;1;6
LAX;Satellite 7;4/24/2019;1100 - 1200;9;21;9;22;9;22;143;19;0;0;0;0;0;4;166;1;6
LAX;Satellite 7;4/24/2019;1400 - 1500;6;13;6;13;6;13;155;0;0;0;0;0;0;6;161;1;4
LAX;Satellite 7;4/24/2019;1600 - 1700;14;43;17;44;16;44;314;303;31;0;0;0;0;20;668;4;6
LAX;Satellite 7;4/24/2019;1700 - 1800;22;44;23;43;22;44;125;271;110;0;0;0;0;16;522;4;7
LAX;Satellite 7;4/24/2019;2000 - 2100;18;19;0;0;18;19;0;6;0;0;0;0;0;1;7;1;0
LAX;Satellite 7;4/24/2019;2100 - 2200;45;54;0;0;45;54;0;1;1;5;0;0;0;1;8;1;0
LAX;Satellite 7;4/24/2019;2200 - 2300;11;19;0;0;11;19;5;4;0;0;0;0;0;2;11;1;0
LAX;Terminal 4;4/24/2019;1000 - 1100;10;51;24;67;17;67;162;65;20;17;5;0;0;9;278;1;4
LAX;Terminal 4;4/24/2019;1100 - 1200;12;53;32;83;21;83;177;38;12;26;26;0;0;9;288;1;4
LAX;Terminal 4;4/24/2019;1300 - 1400;7;26;21;48;15;48;106;25;26;3;0;0;0;5;165;1;4
LAX;Terminal 4;4/24/2019;1400 - 1500;22;45;43;122;38;122;26;131;50;5;13;30;2;7;264;1;4
LAX;Terminal 4;4/24/2019;1500 - 1600;26;69;27;69;26;69;1;112;25;11;2;0;0;5;156;1;2
LAX;Terminal 4;4/24/2019;1600 - 1700;10;76;28;101;20;101;173;76;4;5;15;11;0;8;292;1;5
LAX;Tom Bradley International Terminal;4/24/2019;0000 - 0100;18;28;20;28;19;28;35;117;0;0;0;0;0;2;154;1;13
LAX;Tom Bradley International Terminal;4/24/2019;0500 - 0600;24;51;30;93;27;93;108;437;161;44;28;1;0;25;804;3;14
LAX;Tom Bradley International Terminal;4/24/2019;0600 - 0700;10;58;42;142;33;142;976;259;82;63;105;134;136;54;1809;6;18
LAX;Tom Bradley International Terminal;4/24/2019;0700 - 0800;14;128;52;158;40;158;465;211;73;32;27;88;126;30;1052;4;22
